,x,y,label,replicate,barcode
75,-1.4516129032258065,-4.354838709677419,cond_1,cond_1_rep1,barcode76
76,-1.129032258064516,-4.354838709677419,cond_1,cond_1_rep1,barcode77
77,-0.806451612903226,-4.354838709677419,cond_1,cond_1_rep1,barcode78
78,-0.48387096774193594,-4.354838709677419,cond_1,cond_1_rep1,barcode79
79,-0.16129032258064502,-4.354838709677419,cond_1,cond_1_rep1,barcode80
80,0.16129032258064502,-4.354838709677419,cond_1,cond_1_rep1,barcode81
81,0.48387096774193505,-4.354838709677419,cond_1,cond_1_rep1,barcode82
82,0.806451612903226,-4.354838709677419,cond_1,cond_1_rep1,barcode83
83,1.129032258064516,-4.354838709677419,cond_1,cond_1_rep1,barcode84
84,1.451612903225806,-4.354838709677419,cond_1,cond_1_rep1,barcode85
85,1.774193548387097,-4.354838709677419,cond_1,cond_1_rep1,barcode86
86,2.096774193548387,-4.354838709677419,cond_1,cond_1_rep1,barcode87
87,2.419354838709677,-4.354838709677419,cond_1,cond_1_rep1,barcode88
88,2.741935483870968,-4.354838709677419,cond_1,cond_1_rep1,barcode89
89,3.064516129032258,-4.354838709677419,cond_1,cond_1_rep1,barcode90
90,3.387096774193548,-4.354838709677419,cond_1,cond_1_rep1,barcode91
91,3.709677419354838,-4.354838709677419,cond_1,cond_1_rep1,barcode92
92,4.032258064516128,-4.354838709677419,cond_1,cond_1_rep1,barcode93
93,4.35483870967742,-4.354838709677419,cond_1,cond_1_rep1,barcode94
94,4.67741935483871,-4.354838709677419,cond_1,cond_1_rep1,barcode95
95,5.0,-4.354838709677419,cond_1,cond_1_rep1,barcode96
96,-5.0,-4.032258064516129,cond_1,cond_1_rep1,barcode97
97,-4.67741935483871,-4.032258064516129,cond_1,cond_1_rep1,barcode98
98,-4.354838709677419,-4.032258064516129,cond_1,cond_1_rep1,barcode99
99,-4.032258064516129,-4.032258064516129,cond_1,cond_1_rep1,barcode100
100,-3.709677419354839,-4.032258064516129,cond_1,cond_1_rep1,barcode101
101,-3.3870967741935485,-4.032258064516129,cond_1,cond_1_rep1,barcode102
102,-3.064516129032258,-4.032258064516129,cond_1,cond_1_rep1,barcode103
103,-2.741935483870968,-4.032258064516129,cond_1,cond_1_rep1,barcode104
104,-2.4193548387096775,-4.032258064516129,cond_1,cond_1_rep1,barcode105
105,-2.096774193548387,-4.032258064516129,cond_1,cond_1_rep1,barcode106
106,-1.774193548387097,-4.032258064516129,cond_1,cond_1_rep1,barcode107
107,-1.4516129032258065,-4.032258064516129,cond_1,cond_1_rep1,barcode108
108,-1.129032258064516,-4.032258064516129,cond_1,cond_1_rep1,barcode109
109,-0.806451612903226,-4.032258064516129,cond_1,cond_1_rep1,barcode110
110,-0.48387096774193594,-4.032258064516129,cond_1,cond_1_rep1,barcode111
111,-0.16129032258064502,-4.032258064516129,cond_1,cond_1_rep1,barcode112
112,0.16129032258064502,-4.032258064516129,cond_1,cond_1_rep1,barcode113
113,0.48387096774193505,-4.032258064516129,cond_1,cond_1_rep1,barcode114
114,0.806451612903226,-4.032258064516129,cond_1,cond_1_rep1,barcode115
115,1.129032258064516,-4.032258064516129,cond_1,cond_1_rep1,barcode116
116,1.451612903225806,-4.032258064516129,cond_1,cond_1_rep1,barcode117
117,1.774193548387097,-4.032258064516129,cond_1,cond_1_rep1,barcode118
118,2.096774193548387,-4.032258064516129,cond_1,cond_1_rep1,barcode119
119,2.419354838709677,-4.032258064516129,cond_1,cond_1_rep1,barcode120
120,2.741935483870968,-4.032258064516129,cond_1,cond_1_rep1,barcode121
121,3.064516129032258,-4.032258064516129,cond_1,cond_1_rep1,barcode122
122,3.387096774193548,-4.032258064516129,cond_1,cond_1_rep1,barcode123
123,3.709677419354838,-4.032258064516129,cond_1,cond_1_rep1,barcode124
124,4.032258064516128,-4.032258064516129,cond_1,cond_1_rep1,barcode125
125,4.35483870967742,-4.032258064516129,cond_1,cond_1_rep1,barcode126
126,4.67741935483871,-4.032258064516129,cond_1,cond_1_rep1,barcode127
127,5.0,-4.032258064516129,cond_1,cond_1_rep1,barcode128
128,-5.0,-3.709677419354839,cond_1,cond_1_rep1,barcode129
129,-4.67741935483871,-3.709677419354839,cond_1,cond_1_rep1,barcode130
130,-4.354838709677419,-3.709677419354839,cond_1,cond_1_rep1,barcode131
131,-4.032258064516129,-3.709677419354839,cond_1,cond_1_rep1,barcode132
132,-3.709677419354839,-3.709677419354839,cond_1,cond_1_rep1,barcode133
133,-3.3870967741935485,-3.709677419354839,cond_1,cond_1_rep1,barcode134
134,-3.064516129032258,-3.709677419354839,cond_1,cond_1_rep1,barcode135
135,-2.741935483870968,-3.709677419354839,cond_1,cond_1_rep1,barcode136
136,-2.4193548387096775,-3.709677419354839,cond_1,cond_1_rep1,barcode137
137,-2.096774193548387,-3.709677419354839,cond_1,cond_1_rep1,barcode138
138,-1.774193548387097,-3.709677419354839,cond_1,cond_1_rep1,barcode139
139,-1.4516129032258065,-3.709677419354839,cond_1,cond_1_rep1,barcode140
140,-1.129032258064516,-3.709677419354839,cond_1,cond_1_rep1,barcode141
141,-0.806451612903226,-3.709677419354839,cond_1,cond_1_rep1,barcode142
142,-0.48387096774193594,-3.709677419354839,cond_1,cond_1_rep1,barcode143
143,-0.16129032258064502,-3.709677419354839,cond_1,cond_1_rep1,barcode144
144,0.16129032258064502,-3.709677419354839,cond_1,cond_1_rep1,barcode145
145,0.48387096774193505,-3.709677419354839,cond_1,cond_1_rep1,barcode146
146,0.806451612903226,-3.709677419354839,cond_1,cond_1_rep1,barcode147
147,1.129032258064516,-3.709677419354839,cond_1,cond_1_rep1,barcode148
148,1.451612903225806,-3.709677419354839,cond_1,cond_1_rep1,barcode149
149,1.774193548387097,-3.709677419354839,cond_1,cond_1_rep1,barcode150
150,2.096774193548387,-3.709677419354839,cond_1,cond_1_rep1,barcode151
151,2.419354838709677,-3.709677419354839,cond_1,cond_1_rep1,barcode152
152,2.741935483870968,-3.709677419354839,cond_1,cond_1_rep1,barcode153
153,3.064516129032258,-3.709677419354839,cond_1,cond_1_rep1,barcode154
154,3.387096774193548,-3.709677419354839,cond_1,cond_1_rep1,barcode155
155,3.709677419354838,-3.709677419354839,cond_1,cond_1_rep1,barcode156
156,4.032258064516128,-3.709677419354839,cond_1,cond_1_rep1,barcode157
157,4.35483870967742,-3.709677419354839,cond_1,cond_1_rep1,barcode158
158,4.67741935483871,-3.709677419354839,cond_1,cond_1_rep1,barcode159
159,5.0,-3.709677419354839,cond_1,cond_1_rep1,barcode160
160,-5.0,-3.3870967741935485,cond_1,cond_1_rep1,barcode161
161,-4.67741935483871,-3.3870967741935485,cond_1,cond_1_rep1,barcode162
162,-4.354838709677419,-3.3870967741935485,cond_1,cond_1_rep1,barcode163
163,-4.032258064516129,-3.3870967741935485,cond_1,cond_1_rep1,barcode164
164,-3.709677419354839,-3.3870967741935485,cond_1,cond_1_rep1,barcode165
165,-3.3870967741935485,-3.3870967741935485,cond_1,cond_1_rep1,barcode166
166,-3.064516129032258,-3.3870967741935485,cond_1,cond_1_rep1,barcode167
167,-2.741935483870968,-3.3870967741935485,cond_1,cond_1_rep1,barcode168
168,-2.4193548387096775,-3.3870967741935485,cond_1,cond_1_rep1,barcode169
169,-2.096774193548387,-3.3870967741935485,cond_1,cond_1_rep1,barcode170
170,-1.774193548387097,-3.3870967741935485,cond_1,cond_1_rep1,barcode171
171,-1.4516129032258065,-3.3870967741935485,cond_1,cond_1_rep1,barcode172
172,-1.129032258064516,-3.3870967741935485,cond_1,cond_1_rep1,barcode173
173,-0.806451612903226,-3.3870967741935485,cond_1,cond_1_rep1,barcode174
174,-0.48387096774193594,-3.3870967741935485,cond_1,cond_1_rep1,barcode175
175,-0.16129032258064502,-3.3870967741935485,cond_1,cond_1_rep1,barcode176
176,0.16129032258064502,-3.3870967741935485,cond_1,cond_1_rep1,barcode177
177,0.48387096774193505,-3.3870967741935485,cond_1,cond_1_rep1,barcode178
178,0.806451612903226,-3.3870967741935485,cond_1,cond_1_rep1,barcode179
179,1.129032258064516,-3.3870967741935485,cond_1,cond_1_rep1,barcode180
180,1.451612903225806,-3.3870967741935485,cond_1,cond_1_rep1,barcode181
181,1.774193548387097,-3.3870967741935485,cond_1,cond_1_rep1,barcode182
182,2.096774193548387,-3.3870967741935485,cond_1,cond_1_rep1,barcode183
183,2.419354838709677,-3.3870967741935485,cond_1,cond_1_rep1,barcode184
184,2.741935483870968,-3.3870967741935485,cond_1,cond_1_rep1,barcode185
185,3.064516129032258,-3.3870967741935485,cond_1,cond_1_rep1,barcode186
186,3.387096774193548,-3.3870967741935485,cond_1,cond_1_rep1,barcode187
187,3.709677419354838,-3.3870967741935485,cond_1,cond_1_rep1,barcode188
188,4.032258064516128,-3.3870967741935485,cond_1,cond_1_rep1,barcode189
189,4.35483870967742,-3.3870967741935485,cond_1,cond_1_rep1,barcode190
190,4.67741935483871,-3.3870967741935485,cond_1,cond_1_rep1,barcode191
191,5.0,-3.3870967741935485,cond_1,cond_1_rep1,barcode192
192,-5.0,-3.064516129032258,cond_1,cond_1_rep1,barcode193
193,-4.67741935483871,-3.064516129032258,cond_1,cond_1_rep1,barcode194
194,-4.354838709677419,-3.064516129032258,cond_1,cond_1_rep1,barcode195
195,-4.032258064516129,-3.064516129032258,cond_1,cond_1_rep1,barcode196
196,-3.709677419354839,-3.064516129032258,cond_1,cond_1_rep1,barcode197
197,-3.3870967741935485,-3.064516129032258,cond_1,cond_1_rep1,barcode198
198,-3.064516129032258,-3.064516129032258,cond_1,cond_1_rep1,barcode199
199,-2.741935483870968,-3.064516129032258,cond_1,cond_1_rep1,barcode200
200,-2.4193548387096775,-3.064516129032258,cond_1,cond_1_rep1,barcode201
201,-2.096774193548387,-3.064516129032258,cond_1,cond_1_rep1,barcode202
202,-1.774193548387097,-3.064516129032258,cond_1,cond_1_rep1,barcode203
203,-1.4516129032258065,-3.064516129032258,cond_1,cond_1_rep1,barcode204
204,-1.129032258064516,-3.064516129032258,cond_1,cond_1_rep1,barcode205
205,-0.806451612903226,-3.064516129032258,cond_1,cond_1_rep1,barcode206
206,-0.48387096774193594,-3.064516129032258,cond_1,cond_1_rep1,barcode207
207,-0.16129032258064502,-3.064516129032258,cond_1,cond_1_rep1,barcode208
208,0.16129032258064502,-3.064516129032258,cond_1,cond_1_rep1,barcode209
209,0.48387096774193505,-3.064516129032258,cond_1,cond_1_rep1,barcode210
210,0.806451612903226,-3.064516129032258,cond_1,cond_1_rep1,barcode211
211,1.129032258064516,-3.064516129032258,cond_1,cond_1_rep1,barcode212
212,1.451612903225806,-3.064516129032258,cond_1,cond_1_rep1,barcode213
213,1.774193548387097,-3.064516129032258,cond_1,cond_1_rep1,barcode214
214,2.096774193548387,-3.064516129032258,cond_1,cond_1_rep1,barcode215
215,2.419354838709677,-3.064516129032258,cond_1,cond_1_rep1,barcode216
216,2.741935483870968,-3.064516129032258,cond_1,cond_1_rep1,barcode217
217,3.064516129032258,-3.064516129032258,cond_1,cond_1_rep1,barcode218
218,3.387096774193548,-3.064516129032258,cond_1,cond_1_rep1,barcode219
219,3.709677419354838,-3.064516129032258,cond_1,cond_1_rep1,barcode220
220,4.032258064516128,-3.064516129032258,cond_1,cond_1_rep1,barcode221
221,4.35483870967742,-3.064516129032258,cond_1,cond_1_rep1,barcode222
222,4.67741935483871,-3.064516129032258,cond_1,cond_1_rep1,barcode223
223,5.0,-3.064516129032258,cond_1,cond_1_rep1,barcode224
224,-5.0,-2.741935483870968,cond_1,cond_1_rep1,barcode225
225,-4.67741935483871,-2.741935483870968,cond_1,cond_1_rep1,barcode226
226,-4.354838709677419,-2.741935483870968,cond_1,cond_1_rep1,barcode227
227,-4.032258064516129,-2.741935483870968,cond_1,cond_1_rep1,barcode228
228,-3.709677419354839,-2.741935483870968,cond_1,cond_1_rep1,barcode229
229,-3.3870967741935485,-2.741935483870968,cond_1,cond_1_rep1,barcode230
230,-3.064516129032258,-2.741935483870968,cond_1,cond_1_rep1,barcode231
231,-2.741935483870968,-2.741935483870968,cond_1,cond_1_rep1,barcode232
232,-2.4193548387096775,-2.741935483870968,cond_1,cond_1_rep1,barcode233
233,-2.096774193548387,-2.741935483870968,cond_1,cond_1_rep1,barcode234
234,-1.774193548387097,-2.741935483870968,cond_1,cond_1_rep1,barcode235
235,-1.4516129032258065,-2.741935483870968,cond_1,cond_1_rep1,barcode236
236,-1.129032258064516,-2.741935483870968,cond_1,cond_1_rep1,barcode237
237,-0.806451612903226,-2.741935483870968,cond_1,cond_1_rep1,barcode238
238,-0.48387096774193594,-2.741935483870968,cond_1,cond_1_rep1,barcode239
239,-0.16129032258064502,-2.741935483870968,cond_1,cond_1_rep1,barcode240
240,0.16129032258064502,-2.741935483870968,cond_1,cond_1_rep1,barcode241
241,0.48387096774193505,-2.741935483870968,cond_1,cond_1_rep1,barcode242
242,0.806451612903226,-2.741935483870968,cond_1,cond_1_rep1,barcode243
243,1.129032258064516,-2.741935483870968,cond_1,cond_1_rep1,barcode244
244,1.451612903225806,-2.741935483870968,cond_1,cond_1_rep1,barcode245
245,1.774193548387097,-2.741935483870968,cond_1,cond_1_rep1,barcode246
246,2.096774193548387,-2.741935483870968,cond_1,cond_1_rep1,barcode247
247,2.419354838709677,-2.741935483870968,cond_1,cond_1_rep1,barcode248
248,2.741935483870968,-2.741935483870968,cond_1,cond_1_rep1,barcode249
249,3.064516129032258,-2.741935483870968,cond_1,cond_1_rep1,barcode250
250,3.387096774193548,-2.741935483870968,cond_1,cond_1_rep1,barcode251
251,3.709677419354838,-2.741935483870968,cond_1,cond_1_rep1,barcode252
252,4.032258064516128,-2.741935483870968,cond_1,cond_1_rep1,barcode253
253,4.35483870967742,-2.741935483870968,cond_1,cond_1_rep1,barcode254
254,4.67741935483871,-2.741935483870968,cond_1,cond_1_rep1,barcode255
255,5.0,-2.741935483870968,cond_1,cond_1_rep1,barcode256
256,-5.0,-2.4193548387096775,cond_1,cond_1_rep1,barcode257
257,-4.67741935483871,-2.4193548387096775,cond_1,cond_1_rep1,barcode258
258,-4.354838709677419,-2.4193548387096775,cond_1,cond_1_rep1,barcode259
259,-4.032258064516129,-2.4193548387096775,cond_1,cond_1_rep1,barcode260
260,-3.709677419354839,-2.4193548387096775,cond_1,cond_1_rep1,barcode261
261,-3.3870967741935485,-2.4193548387096775,cond_1,cond_1_rep1,barcode262
262,-3.064516129032258,-2.4193548387096775,cond_1,cond_1_rep1,barcode263
263,-2.741935483870968,-2.4193548387096775,cond_1,cond_1_rep1,barcode264
264,-2.4193548387096775,-2.4193548387096775,cond_1,cond_1_rep1,barcode265
265,-2.096774193548387,-2.4193548387096775,cond_1,cond_1_rep1,barcode266
266,-1.774193548387097,-2.4193548387096775,cond_1,cond_1_rep1,barcode267
267,-1.4516129032258065,-2.4193548387096775,cond_1,cond_1_rep1,barcode268
268,-1.129032258064516,-2.4193548387096775,cond_1,cond_1_rep1,barcode269
269,-0.806451612903226,-2.4193548387096775,cond_1,cond_1_rep1,barcode270
270,-0.48387096774193594,-2.4193548387096775,cond_1,cond_1_rep1,barcode271
271,-0.16129032258064502,-2.4193548387096775,cond_1,cond_1_rep1,barcode272
272,0.16129032258064502,-2.4193548387096775,cond_1,cond_1_rep1,barcode273
273,0.48387096774193505,-2.4193548387096775,cond_1,cond_1_rep1,barcode274
274,0.806451612903226,-2.4193548387096775,cond_1,cond_1_rep1,barcode275
275,1.129032258064516,-2.4193548387096775,cond_1,cond_1_rep1,barcode276
276,1.451612903225806,-2.4193548387096775,cond_1,cond_1_rep1,barcode277
277,1.774193548387097,-2.4193548387096775,cond_1,cond_1_rep1,barcode278
278,2.096774193548387,-2.4193548387096775,cond_1,cond_1_rep1,barcode279
279,2.419354838709677,-2.4193548387096775,cond_1,cond_1_rep1,barcode280
280,2.741935483870968,-2.4193548387096775,cond_1,cond_1_rep1,barcode281
281,3.064516129032258,-2.4193548387096775,cond_1,cond_1_rep1,barcode282
282,3.387096774193548,-2.4193548387096775,cond_1,cond_1_rep1,barcode283
283,3.709677419354838,-2.4193548387096775,cond_1,cond_1_rep1,barcode284
284,4.032258064516128,-2.4193548387096775,cond_1,cond_1_rep1,barcode285
285,4.35483870967742,-2.4193548387096775,cond_1,cond_1_rep1,barcode286
286,4.67741935483871,-2.4193548387096775,cond_1,cond_1_rep1,barcode287
287,5.0,-2.4193548387096775,cond_1,cond_1_rep1,barcode288
288,-5.0,-2.096774193548387,cond_1,cond_1_rep1,barcode289
289,-4.67741935483871,-2.096774193548387,cond_1,cond_1_rep1,barcode290
290,-4.354838709677419,-2.096774193548387,cond_1,cond_1_rep1,barcode291
291,-4.032258064516129,-2.096774193548387,cond_1,cond_1_rep1,barcode292
292,-3.709677419354839,-2.096774193548387,cond_1,cond_1_rep1,barcode293
293,-3.3870967741935485,-2.096774193548387,cond_1,cond_1_rep1,barcode294
294,-3.064516129032258,-2.096774193548387,cond_1,cond_1_rep1,barcode295
295,-2.741935483870968,-2.096774193548387,cond_1,cond_1_rep1,barcode296
296,-2.4193548387096775,-2.096774193548387,cond_1,cond_1_rep1,barcode297
297,-2.096774193548387,-2.096774193548387,cond_1,cond_1_rep1,barcode298
298,-1.774193548387097,-2.096774193548387,cond_1,cond_1_rep1,barcode299
299,-1.4516129032258065,-2.096774193548387,cond_1,cond_1_rep1,barcode300
300,-1.129032258064516,-2.096774193548387,cond_1,cond_1_rep1,barcode301
301,-0.806451612903226,-2.096774193548387,cond_1,cond_1_rep1,barcode302
302,-0.48387096774193594,-2.096774193548387,cond_1,cond_1_rep1,barcode303
303,-0.16129032258064502,-2.096774193548387,cond_1,cond_1_rep1,barcode304
304,0.16129032258064502,-2.096774193548387,cond_1,cond_1_rep1,barcode305
305,0.48387096774193505,-2.096774193548387,cond_1,cond_1_rep1,barcode306
306,0.806451612903226,-2.096774193548387,cond_1,cond_1_rep1,barcode307
307,1.129032258064516,-2.096774193548387,cond_1,cond_1_rep1,barcode308
308,1.451612903225806,-2.096774193548387,cond_1,cond_1_rep1,barcode309
309,1.774193548387097,-2.096774193548387,cond_1,cond_1_rep1,barcode310
310,2.096774193548387,-2.096774193548387,cond_1,cond_1_rep1,barcode311
311,2.419354838709677,-2.096774193548387,cond_1,cond_1_rep1,barcode312
312,2.741935483870968,-2.096774193548387,cond_1,cond_1_rep1,barcode313
313,3.064516129032258,-2.096774193548387,cond_1,cond_1_rep1,barcode314
314,3.387096774193548,-2.096774193548387,cond_1,cond_1_rep1,barcode315
315,3.709677419354838,-2.096774193548387,cond_1,cond_1_rep1,barcode316
316,4.032258064516128,-2.096774193548387,cond_1,cond_1_rep1,barcode317
317,4.35483870967742,-2.096774193548387,cond_1,cond_1_rep1,barcode318
318,4.67741935483871,-2.096774193548387,cond_1,cond_1_rep1,barcode319
319,5.0,-2.096774193548387,cond_1,cond_1_rep1,barcode320
320,-5.0,-1.774193548387097,cond_1,cond_1_rep1,barcode321
321,-4.67741935483871,-1.774193548387097,cond_1,cond_1_rep1,barcode322
322,-4.354838709677419,-1.774193548387097,cond_1,cond_1_rep1,barcode323
323,-4.032258064516129,-1.774193548387097,cond_1,cond_1_rep1,barcode324
324,-3.709677419354839,-1.774193548387097,cond_1,cond_1_rep1,barcode325
325,-3.3870967741935485,-1.774193548387097,cond_1,cond_1_rep1,barcode326
326,-3.064516129032258,-1.774193548387097,cond_1,cond_1_rep1,barcode327
327,-2.741935483870968,-1.774193548387097,cond_1,cond_1_rep1,barcode328
328,-2.4193548387096775,-1.774193548387097,cond_1,cond_1_rep1,barcode329
329,-2.096774193548387,-1.774193548387097,cond_1,cond_1_rep1,barcode330
330,-1.774193548387097,-1.774193548387097,cond_1,cond_1_rep1,barcode331
331,-1.4516129032258065,-1.774193548387097,cond_1,cond_1_rep1,barcode332
332,-1.129032258064516,-1.774193548387097,cond_1,cond_1_rep1,barcode333
333,-0.806451612903226,-1.774193548387097,cond_1,cond_1_rep1,barcode334
334,-0.48387096774193594,-1.774193548387097,cond_1,cond_1_rep1,barcode335
335,-0.16129032258064502,-1.774193548387097,cond_1,cond_1_rep1,barcode336
336,0.16129032258064502,-1.774193548387097,cond_1,cond_1_rep1,barcode337
337,0.48387096774193505,-1.774193548387097,cond_1,cond_1_rep1,barcode338
338,0.806451612903226,-1.774193548387097,cond_1,cond_1_rep1,barcode339
339,1.129032258064516,-1.774193548387097,cond_1,cond_1_rep1,barcode340
340,1.451612903225806,-1.774193548387097,cond_1,cond_1_rep1,barcode341
341,1.774193548387097,-1.774193548387097,cond_1,cond_1_rep1,barcode342
342,2.096774193548387,-1.774193548387097,cond_1,cond_1_rep1,barcode343
343,2.419354838709677,-1.774193548387097,cond_1,cond_1_rep1,barcode344
344,2.741935483870968,-1.774193548387097,cond_1,cond_1_rep1,barcode345
345,3.064516129032258,-1.774193548387097,cond_1,cond_1_rep1,barcode346
346,3.387096774193548,-1.774193548387097,cond_1,cond_1_rep1,barcode347
347,3.709677419354838,-1.774193548387097,cond_1,cond_1_rep1,barcode348
348,4.032258064516128,-1.774193548387097,cond_1,cond_1_rep1,barcode349
349,4.35483870967742,-1.774193548387097,cond_1,cond_1_rep1,barcode350
350,4.67741935483871,-1.774193548387097,cond_1,cond_1_rep1,barcode351
351,5.0,-1.774193548387097,cond_1,cond_1_rep1,barcode352
352,-5.0,-1.4516129032258065,cond_1,cond_1_rep1,barcode353
353,-4.67741935483871,-1.4516129032258065,cond_1,cond_1_rep1,barcode354
354,-4.354838709677419,-1.4516129032258065,cond_1,cond_1_rep1,barcode355
355,-4.032258064516129,-1.4516129032258065,cond_1,cond_1_rep1,barcode356
356,-3.709677419354839,-1.4516129032258065,cond_1,cond_1_rep1,barcode357
357,-3.3870967741935485,-1.4516129032258065,cond_1,cond_1_rep1,barcode358
358,-3.064516129032258,-1.4516129032258065,cond_1,cond_1_rep1,barcode359
359,-2.741935483870968,-1.4516129032258065,cond_1,cond_1_rep1,barcode360
360,-2.4193548387096775,-1.4516129032258065,cond_1,cond_1_rep1,barcode361
361,-2.096774193548387,-1.4516129032258065,cond_1,cond_1_rep1,barcode362
362,-1.774193548387097,-1.4516129032258065,cond_1,cond_1_rep1,barcode363
363,-1.4516129032258065,-1.4516129032258065,cond_1,cond_1_rep1,barcode364
